number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_bootstrap_type,params_class_weight_ratio,params_decision_threshold,params_depth,params_grow_policy,params_iterations,params_l2_leaf_reg,params_learning_rate,params_ls_spatial_radius,params_ls_spatial_sigma,params_ls_temporal_radius,params_ls_temporal_sigma,params_max_leaves,params_min_data_in_leaf,params_use_class_weights,params_use_label_smoothing,user_attrs_decision_threshold,user_attrs_features,user_attrs_label_smoothing,user_attrs_ls_spatial_sigma,user_attrs_ls_temporal_sigma,user_attrs_n_features,user_attrs_val_f1,user_attrs_val_precision,user_attrs_val_recall,user_attrs_val_roc_auc,state
10,0.1942977546585896,2025-12-05 22:36:58.413863,2025-12-05 22:37:17.572268,0 days 00:00:19.158405,,Bernoulli,1.2563046202597432,0.6787847505560597,10,SymmetricTree,650,3.0039523655512244,0.26073268458374876,,,,,,91,True,False,0.6787847505560597,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.1942977546585896,0.6602130008054652,0.11391056391674044,0.771612951543188,COMPLETE
11,0.28392163115619956,2025-12-05 22:37:17.642772,2025-12-05 22:37:46.987036,0 days 00:00:29.344264,,Bernoulli,,0.44141923909096265,6,SymmetricTree,550,0.12201581591336115,0.06562279685584833,,,,,,1,False,False,0.44141923909096265,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.28392163115619956,0.6294162351319348,0.18330382326902883,0.798478993950548,COMPLETE
12,0.3392113676731794,2025-12-05 22:37:47.058803,2025-12-05 22:38:14.585337,0 days 00:00:27.526534,,Bernoulli,,0.3366203955720072,5,SymmetricTree,450,0.11672711987380432,0.09288968664950525,,,,,,15,False,False,0.3366203955720072,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3392113676731794,0.5474224912860026,0.24574334479421878,0.7957931648317254,COMPLETE
13,0.35485061605776713,2025-12-05 22:38:14.658731,2025-12-05 22:38:34.831094,0 days 00:00:20.172363,,Bernoulli,,0.30126305239513096,5,SymmetricTree,450,0.11180551891173131,0.11425025990553442,,,,,,23,False,False,0.30126305239513096,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.35485061605776713,0.5097069597069597,0.2721634308538016,0.7987091934937889,COMPLETE
14,0.23249093214591135,2025-12-05 22:38:34.904803,2025-12-05 22:38:52.043155,0 days 00:00:17.138352,,Bernoulli,,0.47973328390826225,7,SymmetricTree,50,0.6967368307366325,0.284282328671887,,,,,,27,False,False,0.47973328390826225,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.23249093214591135,0.6403360174506301,0.1420291943752445,0.7903949939976889,COMPLETE
15,0.3256295656638738,2025-12-05 22:38:52.113800,2025-12-05 22:39:06.228033,0 days 00:00:14.114233,,Bernoulli,9.88304563841917,0.5321511084136608,4,SymmetricTree,350,2.856742819334058,0.1233183078706594,,,,,,38,True,False,0.5321511084136608,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3256295656638738,0.37583842900627645,0.28725474048300426,0.7174409989187018,COMPLETE
16,0.24216234098533523,2025-12-05 22:39:06.299381,2025-12-05 22:39:20.143244,0 days 00:00:13.843863,,Bernoulli,2.451026229517632,0.4813964207429619,10,SymmetricTree,550,0.2018074833591688,0.029396823555602667,,,,,,18,True,False,0.4813964207429619,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.24216234098533523,0.14136208256639496,0.8439603878857754,0.7514571173007026,COMPLETE
17,0.17378719674211782,2025-12-05 22:39:20.215482,2025-12-05 22:39:37.386368,0 days 00:00:17.170886,,Bernoulli,,0.5725947984564898,5,SymmetricTree,150,0.5797291204252496,0.15597740567788929,,,,,,62,False,False,0.5725947984564898,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.17378719674211782,0.7688858366324635,0.0979648349838381,0.7946515275254524,COMPLETE
18,0.330707614351753,2025-12-05 22:39:37.463927,2025-12-05 22:40:02.978593,0 days 00:00:25.514666,,Bernoulli,,0.35890454386671844,7,Lossguide,450,0.10839576955085166,0.07707800650488955,,,,,123.0,21,False,False,0.35890454386671844,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.330707614351753,0.5165338492987461,0.24321096950855448,0.7836839007358053,COMPLETE
19,0.24558111056923881,2025-12-05 22:40:03.057838,2025-12-05 22:40:19.380166,0 days 00:00:16.322328,1.9171999814648863,Bayesian,7.930221365985129,0.44281736616484557,7,Depthwise,650,9.72043208113719,0.19782116356894577,,,,,,39,True,False,0.44281736616484557,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.24558111056923881,0.1425013901385677,0.8877262152313109,0.7579792185239407,COMPLETE
20,0.19197245238351449,2025-12-05 22:40:19.452235,2025-12-05 22:40:39.411074,0 days 00:00:19.958839,,Bernoulli,,0.5789087193204239,5,SymmetricTree,350,1.072243451555314,0.0994107995480408,,,,,,99,False,False,0.5789087193204239,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.19197245238351449,0.7446778906358703,0.11018920755183134,0.7981469708917718,COMPLETE
