number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_bootstrap_type,params_class_weight_ratio,params_decision_threshold,params_depth,params_grow_policy,params_iterations,params_l2_leaf_reg,params_learning_rate,params_ls_spatial_radius,params_ls_spatial_sigma,params_ls_temporal_radius,params_ls_temporal_sigma,params_max_leaves,params_min_data_in_leaf,params_use_class_weights,params_use_label_smoothing,user_attrs_decision_threshold,user_attrs_features,user_attrs_label_smoothing,user_attrs_ls_spatial_sigma,user_attrs_ls_temporal_sigma,user_attrs_n_features,user_attrs_val_f1,user_attrs_val_precision,user_attrs_val_recall,user_attrs_val_roc_auc,state
50,0.3423522357490787,2025-12-05 22:55:42.365559,2025-12-05 22:55:59.453558,0 days 00:00:17.087999,,Bernoulli,2.92548460783241,0.5603582689864213,6,Depthwise,750,0.8831016598301096,0.22845000052088413,,,,,,9,True,False,0.5603582689864213,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3423522357490787,0.49539844405014916,0.2615501019126639,0.7862983150191488,COMPLETE
51,0.35094096497313293,2025-12-05 22:55:59.526809,2025-12-05 22:56:14.055266,0 days 00:00:14.528457,1.1875304512435527,Bayesian,4.19807398639735,0.4006667473840104,5,Lossguide,750,1.9349827513828233,0.24097090896138848,,,,,92.0,66,True,False,0.4006667473840104,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.35094096497313293,0.2580969623818145,0.5481099833233822,0.766700170173674,COMPLETE
52,0.3566833756450769,2025-12-05 22:56:14.128737,2025-12-05 22:56:32.498558,0 days 00:00:18.369821,0.6197091523037338,Bayesian,4.993592457651953,0.3880523527626176,5,Lossguide,750,2.005842923683764,0.21772729218611173,,,,,96.0,65,True,False,0.3880523527626176,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3566833756450769,0.2783262106001275,0.49644849807498304,0.7783596636820501,COMPLETE
53,0.32090735925719377,2025-12-05 22:56:32.571915,2025-12-05 22:56:48.917697,0 days 00:00:16.345782,1.4530948879398895,Bayesian,3.4572013576728313,0.5059782017487944,4,Lossguide,650,4.23808295105794,0.11769412071216565,,,,,108.0,56,True,False,0.5059782017487944,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.32090735925719377,0.5412787998729507,0.22805789462848203,0.7325948004867324,COMPLETE
54,0.3767719115329242,2025-12-05 22:56:48.992630,2025-12-05 22:57:10.763587,0 days 00:00:21.770957,0.5430446295185161,Bayesian,3.5425666074455107,0.4207779463698123,5,Lossguide,650,2.237768154435735,0.17255483625346935,,,,,82.0,74,True,False,0.4207779463698123,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3767719115329242,0.35766052012080346,0.3980410121265776,0.7944537698997108,COMPLETE
55,0.3493466417768296,2025-12-05 22:57:10.903714,2025-12-05 22:57:28.340746,0 days 00:00:17.437032,0.44002641107591656,Bayesian,1.9338286514072585,0.45360197231856536,4,Lossguide,550,3.229819668854869,0.1738597909091573,,,,,80.0,80,True,False,0.45360197231856536,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3493466417768296,0.5339579694034197,0.25959420230178504,0.7968093733976468,COMPLETE
56,0.36988720979900946,2025-12-05 22:57:28.455956,2025-12-05 22:57:51.935648,0 days 00:00:23.479692,,Bernoulli,3.3615522338977204,0.48620137002160424,7,Lossguide,650,5.177436239978441,0.08132492432451928,,,,,66.0,94,True,False,0.48620137002160424,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.36988720979900946,0.4210249671484888,0.3298264396450557,0.7810799717705114,COMPLETE
57,0.36538660455990846,2025-12-05 22:57:52.008279,2025-12-05 22:58:09.178033,0 days 00:00:17.169754,0.6649401711233485,Bayesian,6.1068927002626925,0.4188665907754611,5,Lossguide,650,2.574354538721605,0.1312278827317183,,,,,83.0,74,True,False,0.4188665907754611,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.36538660455990846,0.2703090981797716,0.5636387968129131,0.7988912765110184,COMPLETE
58,0.3417515535129315,2025-12-05 22:58:09.249677,2025-12-05 22:58:28.337538,0 days 00:00:19.087861,,Bernoulli,2.3760921721361807,0.46660595345791545,6,Depthwise,550,0.6587737727896197,0.25975274474034626,,,,,,34,True,False,0.46660595345791545,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3417515535129315,0.4177281075494286,0.28915916905149164,0.7671948463337905,COMPLETE
59,0.3341156820112601,2025-12-05 22:58:28.410173,2025-12-05 22:58:44.381566,0 days 00:00:15.971393,,Bernoulli,1.3891362583117517,0.35851493945960256,7,SymmetricTree,650,0.36848041087434474,0.10243589445664532,,,,,,50,True,False,0.35851493945960256,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3341156820112601,0.5557045694031996,0.23886681353070763,0.771704094969519,COMPLETE
60,0.18044143529160456,2025-12-05 22:58:44.454502,2025-12-05 23:00:30.834148,0 days 00:01:46.379646,,Bernoulli,2.762295610165907,0.31675155637032293,4,Lossguide,150,2.2910392093405263,0.1820976102808469,3.0,0.8100436758300308,3.0,2.487063534623701,109.0,19,True,True,0.31675155637032293,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",True,0.8100436758300308,2.487063534623701,59,0.18044143529160456,0.09916769857887059,1.0,0.7323910705093515,COMPLETE
